	CT	CT	CT	CT	CT	CT	CT	CT	CT	CT	CT	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP
1367553_x_at	10797.58603	7005.831715	4327.450675	5144.652275	5646.981955	7227.421431	6766.065922	6401.711781	5573.892569	5110.784622	4654.838506	10797.58603	7005.831715	4327.450675	5144.652275	5646.981955	7227.421431	6766.065922	6401.711781	5573.892569	5110.784622	4654.838506
1367554_at	8.444766639	9.966397197	8.513003126	10.24565607	9.78115225	8.946743845	9.434735623	9.416544919	9.833779153	10.67915928	10.38286194	8.444766639	9.966397197	8.513003126	10.24565607	9.78115225	8.946743845	9.434735623	9.416544919	9.833779153	10.67915928	10.38286194
1367555_at	16803.91283	21758.06261	20479.08385	20965.83249	21067.18401	21486.29878	21322.49657	21436.30203	20585.18393	21109.99279	21678.25295	16803.91283	21758.06261	20479.08385	20965.83249	21067.18401	21486.29878	21322.49657	21436.30203	20585.18393	21109.99279	21678.25295
1367556_s_at	12283.55341	18830.83232	17539.48464	18459.34113	18399.11338	18734.49046	18253.43942	18479.05578	18162.13864	18415.69064	18858.15197	12283.55341	18830.83232	17539.48464	18459.34113	18399.11338	18734.49046	18253.43942	18479.05578	18162.13864	18415.69064	18858.15197
1367557_s_at	4318.632524	3979.042744	7068.683342	5249.400766	6004.677062	4688.957849	5347.613205	5247.089068	5651.103379	5522.368147	5582.827083	4318.632524	3979.042744	7068.683342	5249.400766	6004.677062	4688.957849	5347.613205	5247.089068	5651.103379	5522.368147	5582.827083
1367558_x_at	5.479645591	5.903512312	5.838060405	5.76070221	5.807833435	5.779502985	5.955564866	5.634630693	5.69389099	5.903145172	5.821735258	5.479645591	5.903512312	5.838060405	5.76070221	5.807833435	5.779502985	5.955564866	5.634630693	5.69389099	5.903145172	5.821735258
1367559_at	2731.632514	3271.407287	1648.707595	2982.838695	2472.68384	2938.723687	2782.771063	2810.935101	2641.327712	2745.830113	2790.382058	2731.632514	3271.407287	1648.707595	2982.838695	2472.68384	2938.723687	2782.771063	2810.935101	2641.327712	2745.830113	2790.382058
1367560_at	4593.887453	3603.618074	2364.0611	3002.185202	2773.357781	3397.846665	3272.646621	3060.593143	2753.852224	2723.203364	2632.29152	4593.887453	3603.618074	2364.0611	3002.185202	2773.357781	3397.846665	3272.646621	3060.593143	2753.852224	2723.203364	2632.29152
1367561_at	4874.658644	3974.377165	3211.324007	3571.152441	3557.85538	4018.932445	3951.723753	3805.831129	3583.938987	3472.81154	3458.353086	4874.658644	3974.377165	3211.324007	3571.152441	3557.85538	4018.932445	3951.723753	3805.831129	3583.938987	3472.81154	3458.353086
1367562_at	1776.471396	904.8819713	553.2690565	456.3650377	608.0036396	920.0390601	781.0743298	679.1599077	564.9146043	456.7142657	345.7610412	1776.471396	904.8819713	553.2690565	456.3650377	608.0036396	920.0390601	781.0743298	679.1599077	564.9146043	456.7142657	345.7610412
1367563_at	4291.924758	2086.747439	1355.671611	1103.890002	1515.746871	2036.793598	1965.266365	1550.897195	1391.046842	1115.206697	872.9798824	4291.924758	2086.747439	1355.671611	1103.890002	1515.746871	2036.793598	1965.266365	1550.897195	1391.046842	1115.206697	872.9798824
1367564_at	48.10425937	51.30730514	63.74536559	54.53979425	50.97658816	43.0078228	52.21971649	55.18873829	53.36017362	54.67624503	53.78118546	48.10425937	51.30730514	63.74536559	54.53979425	50.97658816	43.0078228	52.21971649	55.18873829	53.36017362	54.67624503	53.78118546
1367565_a_at	11116.82402	8625.341456	10025.14847	8561.753559	9462.680852	9084.986252	9240.185312	8968.86606	9028.365668	8722.632415	8590.790855	11116.82402	8625.341456	10025.14847	8561.753559	9462.680852	9084.986252	9240.185312	8968.86606	9028.365668	8722.632415	8590.790855
1367566_at	15510.97292	10831.58554	5051.320188	5160.328997	7933.416464	11291.91896	10679.02525	9295.668709	7848.439167	4978.897249	1470.544527	15510.97292	10831.58554	5051.320188	5160.328997	7933.416464	11291.91896	10679.02525	9295.668709	7848.439167	4978.897249	1470.544527
1367567_at	3854.629464	3059.251253	2952.008357	2957.501388	3119.086684	3153.273167	3191.60247	3084.887524	3046.318836	2953.156451	2825.917746	3854.629464	3059.251253	2952.008357	2957.501388	3119.086684	3153.273167	3191.60247	3084.887524	3046.318836	2953.156451	2825.917746
1367568_a_at	6343.871746	2865.542582	672.0101814	860.6072653	1228.322028	2868.541755	2250.653349	1796.562719	1219.150495	758.3305249	343.7366332	6343.871746	2865.542582	672.0101814	860.6072653	1228.322028	2868.541755	2250.653349	1796.562719	1219.150495	758.3305249	343.7366332
1367569_at	3022.678547	2482.441499	1851.130705	2174.704029	2010.505593	2383.270558	2367.81387	2177.324637	2003.141127	1985.656176	1928.614311	3022.678547	2482.441499	1851.130705	2174.704029	2010.505593	2383.270558	2367.81387	2177.324637	2003.141127	1985.656176	1928.614311
1367570_at	1625.205592	841.4811855	211.7024138	251.0949452	332.3756246	760.2865209	598.5403929	459.3357683	317.6616206	217.5503157	119.5041259	1625.205592	841.4811855	211.7024138	251.0949452	332.3756246	760.2865209	598.5403929	459.3357683	317.6616206	217.5503157	119.5041259
1367571_a_at	122.9327645	60.38755002	283.7136155	170.2898138	219.1190488	116.2306836	157.3675153	157.3551793	183.5227931	190.8913656	179.4389974	122.9327645	60.38755002	283.7136155	170.2898138	219.1190488	116.2306836	157.3675153	157.3551793	183.5227931	190.8913656	179.4389974
1367572_at	29.22183998	35.17220923	19.14948783	24.1903578	23.50014142	25.61786745	23.02897075	22.48637739	23.83083887	25.24021454	25.03539724	29.22183998	35.17220923	19.14948783	24.1903578	23.50014142	25.61786745	23.02897075	22.48637739	23.83083887	25.24021454	25.03539724
1367573_at	6257.238614	5055.276414	4644.729705	4476.011432	4689.291115	5084.350752	5034.511912	4805.643994	4569.6365	4400.317981	4438.551879	6257.238614	5055.276414	4644.729705	4476.011432	4689.291115	5084.350752	5034.511912	4805.643994	4569.6365	4400.317981	4438.551879
1367574_at	2621.153896	1322.770886	540.6280101	514.225291	690.8274041	1247.138735	1028.316155	858.8302644	669.9473645	477.1203371	337.1753213	2621.153896	1322.770886	540.6280101	514.225291	690.8274041	1247.138735	1028.316155	858.8302644	669.9473645	477.1203371	337.1753213
1367575_at	1371.946428	1549.414832	2107.259288	1876.611363	1926.038803	1659.739141	1814.728342	1820.251915	1855.602127	1909.051706	1990.444359	1371.946428	1549.414832	2107.259288	1876.611363	1926.038803	1659.739141	1814.728342	1820.251915	1855.602127	1909.051706	1990.444359
1367576_at	4689.20702	8843.645566	5447.795076	9032.415189	7830.910958	8355.503729	8233.280321	8322.681924	8032.930855	8493.311911	8651.558938	4689.20702	8843.645566	5447.795076	9032.415189	7830.910958	8355.503729	8233.280321	8322.681924	8032.930855	8493.311911	8651.558938
1367577_at	1313.570838	629.8286897	182.8927989	209.3852229	274.5391642	577.9755795	465.9450285	388.2645476	264.1800599	187.3710668	127.1020722	1313.570838	629.8286897	182.8927989	209.3852229	274.5391642	577.9755795	465.9450285	388.2645476	264.1800599	187.3710668	127.1020722
1367578_at	1396.778941	951.7005617	1613.440936	1149.026773	1366.51315	1136.65523	1253.630354	1206.362638	1280.425922	1219.499736	1204.375341	1396.778941	951.7005617	1613.440936	1149.026773	1366.51315	1136.65523	1253.630354	1206.362638	1280.425922	1219.499736	1204.375341
1367579_a_at	4925.006655	2348.692375	5079.250439	2944.319226	4082.020207	3273.983418	3744.97759	3559.292881	3896.795999	3442.490078	3397.507045	4925.006655	2348.692375	5079.250439	2944.319226	4082.020207	3273.983418	3744.97759	3559.292881	3896.795999	3442.490078	3397.507045
1367580_at	3024.75261	2290.818014	1614.842804	1864.38081	1832.840011	2207.344341	2120.334502	1994.191393	1863.279341	1793.23404	1749.406033	3024.75261	2290.818014	1614.842804	1864.38081	1832.840011	2207.344341	2120.334502	1994.191393	1863.279341	1793.23404	1749.406033
1367581_a_at	175.5987237	112.0064328	257.6825565	170.1458947	202.9070176	146.9641447	176.983046	171.2501759	189.6973105	191.4341794	184.0965695	175.5987237	112.0064328	257.6825565	170.1458947	202.9070176	146.9641447	176.983046	171.2501759	189.6973105	191.4341794	184.0965695
1367582_at	3721.144395	2678.08302	2478.452236	2509.889432	2571.395694	2830.999795	2827.620447	2632.498408	2528.947788	2463.400857	2416.608345	3721.144395	2678.08302	2478.452236	2509.889432	2571.395694	2830.999795	2827.620447	2632.498408	2528.947788	2463.400857	2416.608345
1367583_at	8218.969254	7355.836486	6251.321252	7038.225486	6918.866661	7379.692903	7196.438205	7036.988177	6800.922571	6774.557283	6733.01744	8218.969254	7355.836486	6251.321252	7038.225486	6918.866661	7379.692903	7196.438205	7036.988177	6800.922571	6774.557283	6733.01744
1367584_at	2787.300009	1322.487064	334.3154204	401.5880267	544.8978876	1200.180766	938.1885825	756.5085466	526.0980647	353.8125922	180.9531768	2787.300009	1322.487064	334.3154204	401.5880267	544.8978876	1200.180766	938.1885825	756.5085466	526.0980647	353.8125922	180.9531768
1367585_a_at	1415.286157	1100.896093	1791.590926	1417.648194	1582.23612	1302.323367	1466.797357	1431.355373	1543.037287	1502.435363	1535.001676	1415.286157	1100.896093	1791.590926	1417.648194	1582.23612	1302.323367	1466.797357	1431.355373	1543.037287	1502.435363	1535.001676
1367586_at	1753.307457	3936.145985	2285.924127	3940.394333	3159.052149	3584.932396	3401.031911	3595.618993	3331.965981	3650.227327	3829.285658	1753.307457	3936.145985	2285.924127	3940.394333	3159.052149	3584.932396	3401.031911	3595.618993	3331.965981	3650.227327	3829.285658
1367587_at	5.984639432	7.062829505	6.486349027	6.658389138	6.322802228	6.646657877	6.7165821	6.994405354	6.349862957	7.069430538	7.399843875	5.984639432	7.062829505	6.486349027	6.658389138	6.322802228	6.646657877	6.7165821	6.994405354	6.349862957	7.069430538	7.399843875
1367588_a_at	4454.322895	2883.560944	2817.810408	2472.150648	2699.878209	2935.328095	2812.828869	2690.297061	2717.891748	2561.72048	2395.311824	4454.322895	2883.560944	2817.810408	2472.150648	2699.878209	2935.328095	2812.828869	2690.297061	2717.891748	2561.72048	2395.311824
1367589_at	789.7169959	578.1521947	1099.524229	779.7703874	950.2598676	702.2474285	815.0963783	819.296739	902.4840512	852.3477646	868.0410166	789.7169959	578.1521947	1099.524229	779.7703874	950.2598676	702.2474285	815.0963783	819.296739	902.4840512	852.3477646	868.0410166
1367590_at	1649.493053	1384.990701	1897.253109	1582.748585	1676.592836	1531.99853	1599.217822	1579.104782	1668.907617	1642.310202	1599.908727	1649.493053	1384.990701	1897.253109	1582.748585	1676.592836	1531.99853	1599.217822	1579.104782	1668.907617	1642.310202	1599.908727
1367591_at	543.7886805	831.8286294	653.7922604	847.7639479	701.5307882	747.7798528	729.9504265	730.2893421	688.0890262	745.529375	767.3974715	543.7886805	831.8286294	653.7922604	847.7639479	701.5307882	747.7798528	729.9504265	730.2893421	688.0890262	745.529375	767.3974715
1367592_at	121.2679348	58.7363425	36.92275097	31.41799726	37.57151246	55.36778566	49.50778923	40.54904595	34.22662181	31.14168832	24.45622082	121.2679348	58.7363425	36.92275097	31.41799726	37.57151246	55.36778566	49.50778923	40.54904595	34.22662181	31.14168832	24.45622082
1367593_at	629.8575124	382.6059506	1153.415469	693.9939618	906.7482124	576.6656402	732.3018962	724.5802035	825.544746	825.831728	818.3515183	629.8575124	382.6059506	1153.415469	693.9939618	906.7482124	576.6656402	732.3018962	724.5802035	825.544746	825.831728	818.3515183
1367594_at	563.3037999	433.7480519	121.3568384	219.0062958	198.9445358	356.1374729	290.1838299	267.4566435	216.5573429	195.1883676	186.6306172	563.3037999	433.7480519	121.3568384	219.0062958	198.9445358	356.1374729	290.1838299	267.4566435	216.5573429	195.1883676	186.6306172
1367595_s_at	9180.516132	8317.134567	5540.060961	7920.299581	7198.059727	8362.639011	8107.445565	7831.550321	7479.757356	7541.266429	7570.249303	9180.516132	8317.134567	5540.060961	7920.299581	7198.059727	8362.639011	8107.445565	7831.550321	7479.757356	7541.266429	7570.249303
1367596_at	5683.454286	4423.292741	3691.295624	3938.02935	4007.674623	4480.95923	4431.528412	4253.7351	4020.079471	3878.427424	3835.653402	5683.454286	4423.292741	3691.295624	3938.02935	4007.674623	4480.95923	4431.528412	4253.7351	4020.079471	3878.427424	3835.653402
1367597_at	5069.680692	3641.966149	3550.774332	3285.787023	3526.432047	3806.571548	3783.851057	3608.216435	3522.58955	3252.037041	3223.768445	5069.680692	3641.966149	3550.774332	3285.787023	3526.432047	3806.571548	3783.851057	3608.216435	3522.58955	3252.037041	3223.768445
1367598_at	4883.682957	10062.99733	9821.198176	10321.39924	10194.921	9946.616573	10089.49862	10389.33622	10148.99462	10487.52655	10645.56303	4883.682957	10062.99733	9821.198176	10321.39924	10194.921	9946.616573	10089.49862	10389.33622	10148.99462	10487.52655	10645.56303
1367599_at	1441.374453	2708.718742	2219.529914	2914.294091	2441.785087	2576.807632	2529.812791	2640.750692	2531.968342	2744.008399	2884.516911	1441.374453	2708.718742	2219.529914	2914.294091	2441.785087	2576.807632	2529.812791	2640.750692	2531.968342	2744.008399	2884.516911
1367600_at	145.3915319	94.12297247	33.23561828	38.69821579	41.48296409	65.40773968	59.51998252	51.59052333	45.43446496	46.43412443	30.09544607	145.3915319	94.12297247	33.23561828	38.69821579	41.48296409	65.40773968	59.51998252	51.59052333	45.43446496	46.43412443	30.09544607
1367601_at	279.8087167	227.7904217	267.5534465	237.2259706	247.4176777	239.2633106	248.4075745	234.106476	234.0593516	233.4321166	239.3918313	279.8087167	227.7904217	267.5534465	237.2259706	247.4176777	239.2633106	248.4075745	234.106476	234.0593516	233.4321166	239.3918313
1367602_at	524.4030405	399.4065839	509.254761	412.0422045	447.6563042	437.0618253	456.5939189	434.3584277	428.2924418	417.7149133	405.2455041	524.4030405	399.4065839	509.254761	412.0422045	447.6563042	437.0618253	456.5939189	434.3584277	428.2924418	417.7149133	405.2455041
1367603_at	1743.388829	1731.605349	3205.973511	2511.276217	2834.788696	2073.233935	2442.717299	2413.080557	2638.162	2658.375648	2637.222049	1743.388829	1731.605349	3205.973511	2511.276217	2834.788696	2073.233935	2442.717299	2413.080557	2638.162	2658.375648	2637.222049
1367604_at	2261.794219	1852.482064	774.5403735	1267.539581	1104.846737	1604.559989	1482.99994	1327.619329	1103.911143	1075.832087	1028.176037	2261.794219	1852.482064	774.5403735	1267.539581	1104.846737	1604.559989	1482.99994	1327.619329	1103.911143	1075.832087	1028.176037
1367605_at	1465.575398	1117.0118	649.261111	790.1239647	769.1460771	1024.951016	954.246812	885.6733512	761.4931099	720.3533563	692.1481434	1465.575398	1117.0118	649.261111	790.1239647	769.1460771	1024.951016	954.246812	885.6733512	761.4931099	720.3533563	692.1481434
1367606_at	7113.111451	5391.321679	4884.915571	4680.482594	5056.82266	5458.382707	5275.691077	5103.858823	4890.769689	4698.913225	4505.760413	7113.111451	5391.321679	4884.915571	4680.482594	5056.82266	5458.382707	5275.691077	5103.858823	4890.769689	4698.913225	4505.760413
1367607_at	3136.12075	2813.461616	3724.406169	3229.987134	3402.00295	3071.551792	3232.11204	3207.473488	3300.417468	3268.104702	3296.947506	3136.12075	2813.461616	3724.406169	3229.987134	3402.00295	3071.551792	3232.11204	3207.473488	3300.417468	3268.104702	3296.947506
1367608_at	13.84015388	16.37577922	15.44358957	15.59257333	15.52208035	15.3271718	14.15319973	14.55096181	16.25328352	18.31332351	17.09012105	13.84015388	16.37577922	15.44358957	15.59257333	15.52208035	15.3271718	14.15319973	14.55096181	16.25328352	18.31332351	17.09012105
1367609_at	1037.666887	1162.619019	1670.855401	1492.746333	1556.064517	1245.375648	1432.637237	1392.218412	1441.257157	1457.81614	1502.071601	1037.666887	1162.619019	1670.855401	1492.746333	1556.064517	1245.375648	1432.637237	1392.218412	1441.257157	1457.81614	1502.071601
1367610_at	6189.018319	4349.734508	4480.419568	4108.250914	4480.141605	4543.461331	4671.320934	4376.96823	4338.76111	4136.128565	4013.612978	6189.018319	4349.734508	4480.419568	4108.250914	4480.141605	4543.461331	4671.320934	4376.96823	4338.76111	4136.128565	4013.612978
1367611_at	29.15811467	32.5904853	35.39670188	34.44294643	34.72261057	31.86594059	30.86242754	32.68198069	36.80815119	36.55768405	37.69697024	29.15811467	32.5904853	35.39670188	34.44294643	34.72261057	31.86594059	30.86242754	32.68198069	36.80815119	36.55768405	37.69697024
1367612_at	3838.731998	10345.97549	6905.819944	10375.32	9421.92895	9766.022191	9658.067632	9843.545429	9674.593659	10215.70813	10366.84083	3838.731998	10345.97549	6905.819944	10375.32	9421.92895	9766.022191	9658.067632	9843.545429	9674.593659	10215.70813	10366.84083
1367613_at	2087.095815	3926.253577	2113.111795	3665.105875	2971.552464	3416.957012	3300.890174	3354.147727	3043.303285	3345.663361	3443.475771	2087.095815	3926.253577	2113.111795	3665.105875	2971.552464	3416.957012	3300.890174	3354.147727	3043.303285	3345.663361	3443.475771
1367614_at	3707.439382	1837.661432	326.3215175	484.3990345	670.6420392	1694.775022	1312.16731	1034.128468	686.0360357	412.8915932	160.5287827	3707.439382	1837.661432	326.3215175	484.3990345	670.6420392	1694.775022	1312.16731	1034.128468	686.0360357	412.8915932	160.5287827
1367615_at	7.474719763	8.090200624	8.735224735	8.024436506	8.08636058	7.958570883	7.714724056	8.277869555	8.59131336	8.259669949	8.25528713	7.474719763	8.090200624	8.735224735	8.024436506	8.08636058	7.958570883	7.714724056	8.277869555	8.59131336	8.259669949	8.25528713
1367616_at	15.12202022	18.07521852	14.7475626	18.25148084	15.48493737	15.83308869	16.34734515	15.65762749	16.6858806	17.95747284	17.8699598	15.12202022	18.07521852	14.7475626	18.25148084	15.48493737	15.83308869	16.34734515	15.65762749	16.6858806	17.95747284	17.8699598
1367617_at	2991.020881	1336.304871	4134.819367	2226.811376	3276.889804	2162.838926	2692.931141	2568.877819	2985.51699	2696.824665	2613.611365	2991.020881	1336.304871	4134.819367	2226.811376	3276.889804	2162.838926	2692.931141	2568.877819	2985.51699	2696.824665	2613.611365
1367618_a_at	2640.70033	1950.996928	1542.505186	1696.608826	1683.631405	1906.881494	1895.279416	1809.550292	1675.126226	1635.832907	1515.003995	2640.70033	1950.996928	1542.505186	1696.608826	1683.631405	1906.881494	1895.279416	1809.550292	1675.126226	1635.832907	1515.003995
1367619_at	2091.857938	3478.164342	2464.159761	3362.846463	2931.419078	3178.171354	3050.620919	3156.595336	3152.101222	3438.936204	3339.370752	2091.857938	3478.164342	2464.159761	3362.846463	2931.419078	3178.171354	3050.620919	3156.595336	3152.101222	3438.936204	3339.370752
1367620_at	3522.149176	4030.413509	4749.86819	4474.245626	4473.25978	4120.770728	4317.299918	4304.809136	4415.157803	4527.312387	4526.714036	3522.149176	4030.413509	4749.86819	4474.245626	4473.25978	4120.770728	4317.299918	4304.809136	4415.157803	4527.312387	4526.714036
1367621_at	215.4505933	231.9065001	198.6077817	221.4081201	203.095421	207.6808002	210.7136681	206.2796343	192.9862317	195.0333534	203.1456311	215.4505933	231.9065001	198.6077817	221.4081201	203.095421	207.6808002	210.7136681	206.2796343	192.9862317	195.0333534	203.1456311
1367622_at	2140.224004	2624.749057	2665.198034	2771.141751	2731.925354	2660.711696	2685.768565	2725.336343	2682.706989	2784.118131	2794.866594	2140.224004	2624.749057	2665.198034	2771.141751	2731.925354	2660.711696	2685.768565	2725.336343	2682.706989	2784.118131	2794.866594
1367623_at	3849.894825	3136.477146	2199.549097	2621.316785	2500.266106	2939.457297	2896.705431	2717.777489	2426.338426	2432.574151	2402.555643	3849.894825	3136.477146	2199.549097	2621.316785	2500.266106	2939.457297	2896.705431	2717.777489	2426.338426	2432.574151	2402.555643
1367624_at	1323.354619	1181.346367	1093.441907	1093.467928	1098.087074	1135.413136	1136.00511	1098.502833	1074.199109	1058.343106	1090.229008	1323.354619	1181.346367	1093.441907	1093.467928	1098.087074	1135.413136	1136.00511	1098.502833	1074.199109	1058.343106	1090.229008
1367625_at	6483.142634	5626.697212	4283.804825	5171.677263	4961.179492	5523.632104	5298.488195	5218.910353	4943.566566	4878.923803	4904.707761	6483.142634	5626.697212	4283.804825	5171.677263	4961.179492	5523.632104	5298.488195	5218.910353	4943.566566	4878.923803	4904.707761
1367626_at	65.10209359	74.48387442	20.81456208	37.5541165	30.61778863	54.70550288	42.45745196	42.57029194	31.82055623	34.79726895	34.20525683	65.10209359	74.48387442	20.81456208	37.5541165	30.61778863	54.70550288	42.45745196	42.57029194	31.82055623	34.79726895	34.20525683
1367627_at	469.7220783	271.962218	742.9637815	497.3134683	627.1948556	428.4102766	513.757847	515.8538982	607.5063299	557.2791449	548.4812592	469.7220783	271.962218	742.9637815	497.3134683	627.1948556	428.4102766	513.757847	515.8538982	607.5063299	557.2791449	548.4812592
1367628_at	973.1509014	556.5421524	252.331666	227.4943893	299.4037621	486.2893004	432.6653707	359.5063739	275.3115517	225.687202	164.680121	973.1509014	556.5421524	252.331666	227.4943893	299.4037621	486.2893004	432.6653707	359.5063739	275.3115517	225.687202	164.680121
1367629_at	3679.91975	3581.437813	4682.70536	4089.749772	4420.25979	3903.360732	4178.364561	4173.854514	4360.366584	4228.841491	4339.321962	3679.91975	3581.437813	4682.70536	4089.749772	4420.25979	3903.360732	4178.364561	4173.854514	4360.366584	4228.841491	4339.321962
1367630_at	7118.464262	4596.22244	4519.457597	4099.165178	4493.222346	4877.369258	4835.120979	4435.188538	4361.556258	4035.637279	3968.527799	7118.464262	4596.22244	4519.457597	4099.165178	4493.222346	4877.369258	4835.120979	4435.188538	4361.556258	4035.637279	3968.527799
1367631_at	850.876745	439.6885418	218.9716488	176.4318804	247.5154532	402.0360767	337.4743407	289.1051144	232.4305781	172.5420998	131.0784652	850.876745	439.6885418	218.9716488	176.4318804	247.5154532	402.0360767	337.4743407	289.1051144	232.4305781	172.5420998	131.0784652
1367632_at	1467.933905	1298.684219	2407.26566	1829.964956	2123.240545	1591.29981	1797.010807	1864.607166	2043.604675	2031.286645	2005.489962	1467.933905	1298.684219	2407.26566	1829.964956	2123.240545	1591.29981	1797.010807	1864.607166	2043.604675	2031.286645	2005.489962
1367633_at	692.6236969	890.6270235	1345.538482	1147.804543	1173.300538	938.4471921	1133.679146	1126.738437	1186.622974	1240.871713	1289.679164	692.6236969	890.6270235	1345.538482	1147.804543	1173.300538	938.4471921	1133.679146	1126.738437	1186.622974	1240.871713	1289.679164
1367634_at	6882.153954	4906.737688	5010.501524	4398.390757	4868.512133	5057.723589	5036.775616	4842.623935	4749.690251	4341.213207	4305.516604	6882.153954	4906.737688	5010.501524	4398.390757	4868.512133	5057.723589	5036.775616	4842.623935	4749.690251	4341.213207	4305.516604
1367635_at	1500.572612	2891.437545	1281.223866	2648.380419	1996.36584	2525.647492	2285.140717	2393.717017	2140.743956	2421.626118	2539.768041	1500.572612	2891.437545	1281.223866	2648.380419	1996.36584	2525.647492	2285.140717	2393.717017	2140.743956	2421.626118	2539.768041
1367636_at	323.6347296	247.553693	146.0995143	166.1339678	159.2550592	237.1232968	205.2791746	186.3172169	162.077647	141.8008769	138.2283417	323.6347296	247.553693	146.0995143	166.1339678	159.2550592	237.1232968	205.2791746	186.3172169	162.077647	141.8008769	138.2283417
1367637_a_at	2485.43236	1684.072635	2397.586968	1804.837072	2136.666271	1926.251138	2014.149502	1972.27172	2051.389249	1883.285279	1853.042881	2485.43236	1684.072635	2397.586968	1804.837072	2136.666271	1926.251138	2014.149502	1972.27172	2051.389249	1883.285279	1853.042881
1367638_at	134.7533229	370.3526023	166.6682545	347.2048866	225.0016006	263.6427089	249.1658575	262.4733992	235.2117483	263.3650894	287.8171045	134.7533229	370.3526023	166.6682545	347.2048866	225.0016006	263.6427089	249.1658575	262.4733992	235.2117483	263.3650894	287.8171045
1367639_a_at	4641.411445	4191.544025	3215.863524	3938.434416	3611.485804	4029.462491	3925.524699	3889.197491	3619.258918	3762.701224	3699.255786	4641.411445	4191.544025	3215.863524	3938.434416	3611.485804	4029.462491	3925.524699	3889.197491	3619.258918	3762.701224	3699.255786
1367640_at	6180.345774	4480.745617	3333.296593	3511.7309	3783.372678	4411.178986	4154.436303	3887.770715	3737.728327	3512.10652	3375.313003	6180.345774	4480.745617	3333.296593	3511.7309	3783.372678	4411.178986	4154.436303	3887.770715	3737.728327	3512.10652	3375.313003
1367641_at	2886.981784	5502.572146	4080.876138	5713.555781	4911.512921	5153.930829	5077.282363	5121.525353	4865.511716	4982.92762	5394.406952	2886.981784	5502.572146	4080.876138	5713.555781	4911.512921	5153.930829	5077.282363	5121.525353	4865.511716	4982.92762	5394.406952
1367642_at	848.8339594	1274.808626	1149.196763	1341.37699	1211.433136	1197.286492	1211.545879	1228.810747	1215.122471	1287.369266	1290.6263	848.8339594	1274.808626	1149.196763	1341.37699	1211.433136	1197.286492	1211.545879	1228.810747	1215.122471	1287.369266	1290.6263
1367643_at	2175.071137	1738.528821	1873.305022	1741.591019	1737.146697	1768.01375	1874.885606	1770.188541	1736.982663	1737.048227	1701.33711	2175.071137	1738.528821	1873.305022	1741.591019	1737.146697	1768.01375	1874.885606	1770.188541	1736.982663	1737.048227	1701.33711
1367644_at	166.225386	185.9390923	128.154495	159.0416331	139.6193756	164.8740539	143.0323873	143.6465078	140.2752007	137.0337003	148.9563726	166.225386	185.9390923	128.154495	159.0416331	139.6193756	164.8740539	143.0323873	143.6465078	140.2752007	137.0337003	148.9563726
1367645_at	7557.089133	5240.495867	4645.012131	4552.087968	4995.949018	5433.825646	5421.002487	5114.894261	4856.877312	4523.823393	4448.391749	7557.089133	5240.495867	4645.012131	4552.087968	4995.949018	5433.825646	5421.002487	5114.894261	4856.877312	4523.823393	4448.391749
1367646_at	2744.242937	2243.782363	2107.950279	2147.70854	2172.804187	2289.486068	2328.602141	2222.303472	2145.331789	2129.849911	2109.23701	2744.242937	2243.782363	2107.950279	2147.70854	2172.804187	2289.486068	2328.602141	2222.303472	2145.331789	2129.849911	2109.23701
1367647_at	2047.58829	10635.61978	7278.292996	10842.08	9750.753947	10213.95326	9910.468358	10264.5229	9968.334615	10433.11047	10973.90567	2047.58829	10635.61978	7278.292996	10842.08	9750.753947	10213.95326	9910.468358	10264.5229	9968.334615	10433.11047	10973.90567
1367648_at	218.3654539	213.799919	346.1528959	284.1792914	310.4447628	246.0528372	271.6305607	282.3669327	297.9832985	273.8603025	283.1777992	218.3654539	213.799919	346.1528959	284.1792914	310.4447628	246.0528372	271.6305607	282.3669327	297.9832985	273.8603025	283.1777992
1367649_at	84.4089202	61.78546709	107.6879969	84.31705415	92.11583481	68.72556448	79.47698361	83.05622858	85.62895288	84.99835682	81.74986494	84.4089202	61.78546709	107.6879969	84.31705415	92.11583481	68.72556448	79.47698361	83.05622858	85.62895288	84.99835682	81.74986494
1367650_at	107.2532766	105.9683645	32.48493912	55.1430035	43.92390805	73.15186615	64.41246542	49.40553064	46.77251503	41.07117998	40.54030473	107.2532766	105.9683645	32.48493912	55.1430035	43.92390805	73.15186615	64.41246542	49.40553064	46.77251503	41.07117998	40.54030473
1367651_at	1560.345861	1083.137897	717.9395565	778.5687132	788.6575541	1039.990212	969.5215421	872.0301035	810.0476889	766.1733113	730.0780836	1560.345861	1083.137897	717.9395565	778.5687132	788.6575541	1039.990212	969.5215421	872.0301035	810.0476889	766.1733113	730.0780836
1367652_at	146.9817682	352.2892689	97.53224647	284.2956398	166.0670901	243.1381722	220.2799322	207.6808853	196.0303895	210.975549	231.398437	146.9817682	352.2892689	97.53224647	284.2956398	166.0670901	243.1381722	220.2799322	207.6808853	196.0303895	210.975549	231.398437
1367653_a_at	3453.324471	3613.180196	5618.192508	4493.757089	4996.864381	4051.854967	4523.609812	4510.052035	4858.997571	4679.961429	4726.021613	3453.324471	3613.180196	5618.192508	4493.757089	4996.864381	4051.854967	4523.609812	4510.052035	4858.997571	4679.961429	4726.021613
